,"('J', 'J')","('J', 'C')","('J', 'H')","('J', 'A')","('J', 'E')","('J', 'F')","('J', 'I')","('J', 'D')","('J', 'G')","('J', 'B')","('C', 'J')","('C', 'C')","('C', 'H')","('C', 'A')","('C', 'E')","('C', 'F')","('C', 'I')","('C', 'D')","('C', 'G')","('C', 'B')","('H', 'J')","('H', 'C')","('H', 'H')","('H', 'A')","('H', 'E')","('H', 'F')","('H', 'I')","('H', 'D')","('H', 'G')","('H', 'B')","('A', 'J')","('A', 'C')","('A', 'H')","('A', 'A')","('A', 'E')","('A', 'F')","('A', 'I')","('A', 'D')","('A', 'G')","('A', 'B')","('E', 'J')","('E', 'C')","('E', 'H')","('E', 'A')","('E', 'E')","('E', 'F')","('E', 'I')","('E', 'D')","('E', 'G')","('E', 'B')","('F', 'J')","('F', 'C')","('F', 'H')","('F', 'A')","('F', 'E')","('F', 'F')","('F', 'I')","('F', 'D')","('F', 'G')","('F', 'B')","('I', 'J')","('I', 'C')","('I', 'H')","('I', 'A')","('I', 'E')","('I', 'F')","('I', 'I')","('I', 'D')","('I', 'G')","('I', 'B')","('D', 'J')","('D', 'C')","('D', 'H')","('D', 'A')","('D', 'E')","('D', 'F')","('D', 'I')","('D', 'D')","('D', 'G')","('D', 'B')","('G', 'J')","('G', 'C')","('G', 'H')","('G', 'A')","('G', 'E')","('G', 'F')","('G', 'I')","('G', 'D')","('G', 'G')","('G', 'B')","('B', 'J')","('B', 'C')","('B', 'H')","('B', 'A')","('B', 'E')","('B', 'F')","('B', 'I')","('B', 'D')","('B', 'G')","('B', 'B')"
59,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,0.0,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,7.448109251514262,0.0,0.0,,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,,7.7787134167164185,10.449414806032166,,
60,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,,5.788001980784582,6.022102765198487,0.0,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,,0.0,13.921795677048454,0.0,,7.448109251514262,0.0,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.448109251514262,,14.852215206607578,0.0,,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,,10.449414806032166,,
61,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,0.0,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,7.448109251514262,0.0,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
62,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,,6.022102765198487,0.0,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,,0.0,,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,7.448109251514262,0.0,,13.094304566778266,0.0,,,0.0,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
63,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,0.0,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,7.448109251514262,0.0,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
64,,0.0,,5.265359696838637,0.0,0.0,0.0,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,0.0,0.0,,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,7.448109251514262,0.0,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
65,,,9.011647870223289,5.265359696838637,,0.0,0.0,13.664836667552699,12.759999115462449,,,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,0.0,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,,5.96716376833464,8.701809671168826,0.0,,,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,,,7.448109251514262,0.0,,,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,0.0,11.881619584333132,10.904925124490397,13.341104266407502,,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,,7.7787134167164185,10.449414806032166,,
66,,,9.011647870223289,5.265359696838637,,0.0,0.0,13.664836667552699,,,,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,0.0,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,,10.904925124490397,,,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,7.448109251514262,0.0,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
67,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,13.664836667552699,,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,0.0,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,7.448109251514262,,0.0,13.094304566778266,0.0,5.788001980784582,,0.0,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,,14.852215206607578,,0.0,10.449414806032166,,0.0,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
68,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,12.297317866938178,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,7.448109251514262,0.0,0.0,13.094304566778266,0.0,5.788001980784582,,0.0,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,12.297317866938178,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
69,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,13.664836667552699,12.759999115462449,,0.0,,,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,,0.0,9.011647870223289,,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,7.448109251514262,0.0,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
70,,0.0,9.011647870223289,5.265359696838637,0.0,,0.0,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,12.297317866938178,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,,11.037260313668911,0.0,13.921795677048454,0.0,,7.448109251514262,,0.0,13.094304566778266,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,12.297317866938178,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
71,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,0.0,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,,6.022102765198487,12.297317866938178,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,7.448109251514262,0.0,0.0,13.094304566778266,0.0,,13.218025940068083,0.0,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,12.297317866938178,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
72,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,7.109828435863265,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,12.297317866938178,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,7.448109251514262,0.0,0.0,13.094304566778266,7.109828435863265,5.788001980784582,13.218025940068083,0.0,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,12.297317866938178,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
73,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,7.109828435863265,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,12.297317866938178,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,7.448109251514262,0.0,0.0,13.094304566778266,7.109828435863265,5.788001980784582,13.218025940068083,0.0,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,12.297317866938178,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
74,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,7.109828435863265,13.664836667552699,,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,12.297317866938178,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,7.448109251514262,0.0,0.0,13.094304566778266,7.109828435863265,5.788001980784582,13.218025940068083,0.0,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,,12.297317866938178,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
75,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,7.109828435863265,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,,5.788001980784582,6.022102765198487,12.297317866938178,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,,0.0,13.921795677048454,0.0,,7.448109251514262,0.0,0.0,13.094304566778266,7.109828435863265,5.788001980784582,13.218025940068083,0.0,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,12.297317866938178,11.881619584333132,,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
76,,0.0,9.011647870223289,5.265359696838637,0.0,0.0,7.109828435863265,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,12.297317866938178,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,0.0,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,7.448109251514262,,0.0,13.094304566778266,7.109828435863265,5.788001980784582,13.218025940068083,0.0,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,12.297317866938178,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
77,,0.0,,,0.0,0.0,7.109828435863265,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,12.297317866938178,0.0,,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,7.326608933907396,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,7.448109251514262,0.0,0.0,13.094304566778266,7.109828435863265,5.788001980784582,13.218025940068083,7.326608933907396,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,12.297317866938178,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
78,,0.0,9.011647870223289,,0.0,0.0,7.109828435863265,13.664836667552699,12.759999115462449,,0.0,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,12.297317866938178,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,7.326608933907396,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,7.448109251514262,0.0,0.0,13.094304566778266,7.109828435863265,5.788001980784582,13.218025940068083,7.326608933907396,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,12.297317866938178,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
79,,,9.011647870223289,,0.0,0.0,7.109828435863265,13.664836667552699,12.759999115462449,,,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,12.297317866938178,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,7.326608933907396,0.0,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,7.448109251514262,0.0,0.0,13.094304566778266,7.109828435863265,5.788001980784582,13.218025940068083,7.326608933907396,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,12.297317866938178,11.881619584333132,10.904925124490397,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
80,,,9.011647870223289,,0.0,0.0,7.109828435863265,13.664836667552699,12.759999115462449,,,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,12.297317866938178,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,7.326608933907396,0.0,,,0.0,5.96716376833464,8.701809671168826,0.0,,0.0,0.0,13.85451747936807,13.341104266407502,9.492090462838537,0.0,11.037260313668911,0.0,13.921795677048454,0.0,,7.448109251514262,0.0,0.0,13.094304566778266,7.109828435863265,5.788001980784582,13.218025940068083,7.326608933907396,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,12.297317866938178,11.881619584333132,,13.341104266407502,0.0,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
81,,,9.011647870223289,,0.0,8.794554417576478,7.109828435863265,13.664836667552699,12.759999115462449,,,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,12.297317866938178,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,7.326608933907396,,10.904925124490397,,0.0,5.96716376833464,8.701809671168826,0.0,,7.779736031100921,0.0,13.85451747936807,13.341104266407502,9.492090462838537,8.794554417576478,11.037260313668911,0.0,13.921795677048454,7.779736031100921,,7.448109251514262,0.0,5.714025095785483,13.094304566778266,7.109828435863265,5.788001980784582,13.218025940068083,7.326608933907396,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,12.297317866938178,11.881619584333132,10.904925124490397,13.341104266407502,5.714025095785483,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
